Predictions,smiles,drugbank_id
0.057678342,NC(=[NH2+])C1=CC=C(COB2OCCO2)C=C1,DB04109
0.07950654,CC1=CC=C(O)C(=C1)[N+]([O-])=O,DB04110
0.25130594,[H]C(=O)N1CCCCC1,DB04113
0.011033471,[H][C@]12CC3=C(C(N)=C4C=CC(Cl)=CC4=N3)[C@]([H])(CC(CC)=C1)C2,DB04114
0.2445329,COC1=CC=C2C=C3C4=CC5=C(OCO5)C=C4CC[N+]3=CC2=C1OC,DB04115
0.9800029,CC1=CC=C(O)C(O)=C1,DB04120
0.99314356,[H][P@](O)(=O)CNC(=O)CC1=CC=C(I)C=C1,DB04123
0.0036074966,[H][C@](O)(CC(O)=O)C(=O)N[C@@]([H])(CC(C)C)C(=O)NCCC(C)C,DB04126
0.8104412,[H][C@@]1(O)O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]1([H])O,DB04127
0.37467074,NOC(=O)CCN1C=CC(=O)NC1=O,DB04129
0.988162,COC1=CC2=C(C=C1)N=CN2,DB04130
0.008393373,CCCCCCSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O,DB04132
0.018432744,[H][C@@](NC(=O)CC1=CC=CS1)(C=O)[C@]1([H])NC(C(O)=O)=C(C)CS1,DB04133
0.74098086,[H]N1C=C(F)[C@H](O)N([H])C1=O,DB04135
0.28095788,[H][C@@](O)(CO[C@@]([H])(O)CCCCCCCCCCCCCC)COP(O)(=O)OC[C@]([H])(N)C(O)=O,DB04136
0.38234353,CC1=C(CCCO)NC(=O)NC1=O,DB04139
0.0030759168,[H][C@@]1(CC(=O)N(CC2=CC=CC=C2)CN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)NO,DB04140
0.006555216,[H][C@]1(O)[C@@]([H])(O)[C@@]([H])(CO)O[C@@]([H])(OCCCCCC)[C@]1([H])O,DB04141
0.9895188,[H][C@@](O)(COP(O)(O)=O)[C@@]([H])(O)C1=CNC2=C1C=CC=C2,DB04143
0.40892297,OCC1=CC=CN=C1,DB04145
0.008113223,CCCCCCCCCCCC[N+](C)(C)[O-],DB04147
0.0071156085,[H][C@]1(CNC(=O)C1)C1=CC(OC2CCCC2)=C(OC)C=C1,DB04149
0.25406644,CN1C=NC(C[C@H](N)C(O)=O)=C1,DB04151
0.01651231,N[C@@H](CC1=CCCCC2=C1C(=O)NO2)C(O)=O,DB04152
0.16797964,CN(C(C)=O)C1=CC=CC(=C1)C1=NN=C2C=CC(=NN12)C1=CC=CC=C1,DB04154
0.022135202,N[C@@H](CC(=O)O[Be--](F)(F)F)C(O)=O,DB04156
0.9107515,NOC(=O)NC1=CC=CC=C1,DB04157
0.6285912,[H][C@@](N)(C(O)=O)[C@@]([H])(O)C1=CNC2=CC=CC=C12,DB04159
0.99726933,OP(O)(=O)OP(O)(O)=O,DB04160
0.740964,CCC(N)=O,DB04161
0.9896662,NC1=NC2=C(C(N)=N1)C(SC1=CC=CC=C1)=CC=C2,DB04163
0.004500817,CCCC(CCC)C(N)=O,DB04165
0.9460071,NC1=CC=CC=C1C(O)=O,DB04166
0.032486785,CC(=O)N[C@@H](CCC(N)=O)C(O)=O,DB04167
0.101438664,NC1=NC(=O)C(Br)=C(N1)C1=CC=CC=C1,DB04168
0.029674074,NC1=CC(N)=C2C(=O)NNC(=O)C2=C1,DB04169
0.99106663,C[C@](O)(CBr)CCO[P@](O)(=O)OP(O)(O)=O,DB04170
0.3608587,CC[C@@](C)(N)C(O)=O,DB04171
0.014359628,OC[C@@H]1O[C@@](O)(CO)[C@H](O)[C@H]1O,DB04173
0.93733037,OC(=O)CCC1=C(NC2=C1C(Cl)=CC(Cl)=C2)C(O)=O,DB04175
0.99460346,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(OC)=C3)[C@]([H])(O)[C@]1([H])O,DB04176
0.006965678,[H][C@]12CC[C@]3([H])[C@]([H])(CC[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@H](O)C2,DB04177
0.20408376,O1C=CC2=CC=CC=C12,DB04179
0.010940836,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C=C(F)C=C1,DB04180
0.008458811,[H][C@](N)(CCSC[C@@]([H])(O)[C@@]([H])(O)C(=O)CO)C(O)=O,DB04182
0.8907633,CC(C(O)=O)C(O)=O,DB04183
0.024476351,CCC[C@H](N)C(O)=O,DB04185
0.98489517,[H][C@]12CCCN1C(=O)C1=C2C(NC(=O)NC2=CC=CC=N2)=CC=C1,DB04186
0.032036476,C=C=CCNCCCCNCC=C=C,DB04188
0.06623261,N[C@@H](CCO)C(O)=O,DB04193
0.77941525,NC1=NC2=NC=C(CNC3=CC=C(C=C3)C(O)=O)N=C2C(=O)N1,DB04196
0.07588648,N\\C(NO)=N/CCC[NH3+],DB04197
0.014450235,[H][C@]1(CO)O[C@@]([H])(C2=C3N=CNC(=O)C3=NN2)[C@]([H])(O)[C@]1([H])O,DB04198
0.9558236,[H][C@](O)(COC(=O)CCCCC)COP(O)(O)=O,DB04199
0.37352306,[H][C@]1(CC2=CC=C(O)C(OC)=C2)COC(=O)[C@]1([H])CC1=CC=C(O)C(OC)=C1,DB04200
0.9460187,COC1=CC=C2C(=O)C(=COC2=C1)C1=CC=C(O)C=C1,DB04202
0.11614463,NC1=CC=C(C=C1[Hg])S(N)(=O)=O,DB04203
0.98076904,OP(O)(=O)C(F)(F)C1=CC=C(CCCCC2=CC=C(C=C2)C(F)(F)P(O)(O)=O)C=C1,DB04204
0.60125756,[H][C@@]1(C[C@@]([H])(O[C@]1([H])COP(O)(O)=O)N1C=C(C)C(=O)NC1=O)OP(O)(O)=O,DB04205
0.288614,N[C@@H](CC1=CNC2=NC=CC=C12)C(O)=O,DB04206
0.010734924,N[C@@H](CCCCN[C@@H](CCC(O)=O)C(O)=O)C(O)=O,DB04207
0.9714432,COC1=C(OC)C=C(CCC(O)=O)C=C1,DB04208
0.98240733,CC1=CC(N)=C2C=CC=CC2=[N+]1CCCCCCCCCC[N+]1=C(C)C=C(N)C2=C1C=CC=C2,DB04209
0.1429615,CC(=[NH2+])C([O-])=O,DB04212
0.01230843,O=C(NCCCC1=CC=CC=C1)NC1CCCCC1,DB04213
0.9654375,OP(O)(=O)OC1=CC=C(C=C1)[N+]([O-])=O,DB04214
0.021646898,CC1=CC(Br)=C([O-])C(=C1)C1=CC2=CC(=CC=C2N1)C(N)=[NH2+],DB04215
0.91426647,OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC=C(O)C(O)=C1,DB04216
0.06896041,N[C@@H](C#C)C(O)=O,DB04217
0.7456046,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)C=CN=C23)[C@]([H])(O)[C@]1([H])O,DB04218
0.97822034,O[V](=O)(O[V]([O-])=O)O[V](=O)=O,DB04219
0.009019346,CCCCCCCCCC[N+](C)(C)CCCCCCCCCC,DB04221
0.038890474,CSC[S@+]([O-])C[C@H](CO)NC(=O)\\C=C\\C1=C(C)NC(=O)NC1=O,DB04222
0.013191203,N[C@@H](CCCNC(=N)N[N+]([O-])=O)C(O)=O,DB04223
0.90127933,CN\\C(=C/C)C(O)=O,DB04225
0.1350212,N[C@H](C(O)=O)C1=CC(O)=CC(O)=C1,DB04228
0.005069023,[H][C@@]1(CN(CCN1S(=O)(=O)C1=CC=C(OC)C=C1)C(=O)OCC1=CC=CC=C1)C(=O)NO,DB04232
0.10521805,CCCCCCCCOCCOCCOCCOCCO,DB04233
0.0028245582,[H][C@@](CCCC)(NC(=O)[C@]([H])(CC(C)C)NC(=O)OCC1=CC=C(Br)C=C1)C=O,DB04234
0.023537751,[H][C@@](N)(CC)CCC(O)=O,DB04235
0.9488174,[H][C@@](N)(CO)CC1=CNC2=CC=CC=C12,DB04236
0.11480718,NC(CCO)(CCO)CCO,DB04237
0.009997668,NCC1=CC(CSC2=CC=CC=C2)=C2N=C(N)NC(=O)C2=C1,DB04239
0.0481344,CC[C@@H](C)C1=C(O)C2=C(O)C3=C(C[C@H](CC3=O)[C@H](OC)C(=O)[C@@H](O)[C@@H](C)O)C=C2C=C1,DB04240
0.20405099,CC1=NC=C(COP(O)(O)=O)C(CNC(C)(C)C(O)=O)=C1O,DB04241
0.9887474,OC(=O)C1=CC=C(O)C=C1,DB04242
0.87367773,CC1=CN([C@@H]2O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C(=O)NC1=O,DB04243
0.01061965,[H]N(C[C@@H](O)CN([H])S(=O)(=O)C1=CC=CC=N1)C(=O)[C@H](CC(C)C)C1=CC=CC(=C1)C1=CC=CC=C1,DB04244
0.08791069,NC(=N)C1=CC2=C(C=C1)N=C(N2)C1=CC(CC[NH3+])=CC(=C1O)C1=CC=CC=C1,DB04246
0.044587813,CCCC(=O)SCC[N+](C)(C)C,DB04250
0.029344887,NC(=O)N[C@@H](CC(O)=O)C(O)=O,DB04252
0.019727066,NC(=O)C1=CC(N2CC2)=C(C=C1[N+]([O-])=O)[N+]([O-])=O,DB04253
0.035569668,CCCCN1C(CC2=CC3=C(OCO3)C=C2)=NC2=C(N)N=C(F)N=C12,DB04254
0.89254564,C[C@@](N)(C(O)=O)C1=CC=C(C=C1)C(O)=O,DB04256
0.9865985,NC1=NC2=C(N=CN2CCCCC(F)(F)P(O)(O)=O)C(=O)N1,DB04260
0.9633667,NC(O)=O,DB04261
0.3581253,OC(=O)C1=CC=CC(=N1)C(O)=O,DB04267
0.018042523,CCOC(=O)C1=C(C)NN=C1C,DB04271
0.9030277,OC(=O)CC(O)(CC(O)=O)C(O)=O,DB04272
0.009497189,ClC1=CC=C2CCCNCC2=C1Cl,DB04273
0.9180867,OC1=CC2=C(C=C1)C(=O)C[C@H](O2)C1=CC=CC=C1,DB04274
0.98596954,CC(=O)NCCC1=CNC2=C1C=C(O)C=C2,DB04275
0.033501334,CC(C)C(C(O)C(O)=O)C(O)=O,DB04279
0.8862532,[H]N1[C@H](O)C=CN([C@H]2C[C@H](O)[C@@H](COP(O)(O)=O)O2)C1=O,DB04280
0.025856774,[H]C1(CCC(CC1)=C1C(O)=C(O)C2=CC=CC=C2C1=O)C1=CC=C(Cl)C=C1,DB04281
0.012138253,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])F,DB04282
0.8770872,BrC1=NC2=C(NC=N2)C(=O)N1,DB04283
0.020846443,C[N+]1(C)CCC[C@H]1C([O-])=O,DB04284
0.013940712,O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O,DB04286
0.99057627,[H][C@]1(N)CC[C@@]([H])(CC1)NC1=NC(NCC2=CC=CC=C2)=C2N=CN(C3CCCC3)C2=N1,DB04288
0.8502276,O=C(N1CCN(CC1)C1C2=CC=CC=C2C2=CC=CC=C12)C1=CC2=C(NC=C2)C=C1,DB04289
0.63305557,N[C@H](C(O)=O)C1=CC=C(O)C=C1,DB04291
0.05209272,CC(C)NCC1=CC=C(C[C@H](N)C(O)=O)C=C1,DB04292
0.014991593,N[C@@H](C(=O)N[C@@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,DB04293
0.008384615,[H][C@](N)(CCC(C)=O)C(O)=O,DB04296
0.037548475,C[C@H](\\C=C(/C)\\C=C\\C(=O)NO)C(=O)C1=CC=C(C=C1)N(C)C,DB04297
0.98769695,OC(=O)\\C=C/C(O)=O,DB04299
0.9761924,C\\C(C=C)=C/[C@@]1(C)SC(=O)C(C)=C1O,DB04302
0.026150068,[H][C@]1(O)O[C@]([H])(C(O)=O)[C@@]([H])(OC)[C@]([H])(O)[C@@]1([H])O,DB04303
0.9840432,CC1=CC=C(SC2=CC=CC3=C2C(N)=NC(N)=N3)C=C1,DB04306
0.89992505,[H][C@]1(CCC2=CC=C(O)C=C12)NCC#C,DB04307
0.63305557,[H][C@](N)(C(O)=O)C1=CC=C(O)C=C1,DB04308
0.004745808,[H][C@@](CCCCC)(CC(=O)NO)C(=O)N[C@@]([H])(C(C)C)C(=O)N1CCC[C@@]1([H])CO,DB04310
0.33771136,NCCCCC1=CC=CC=C1,DB04311
0.54136413,OCC1=CC=CC(F)=C1F,DB04312
0.00882058,C[C@@H]([C@@H](N)C(O)=O)C(O)=O,DB04313
0.20472215,CN1C=CC(N)=NC1=O,DB04314
0.4470431,[H]N(O)C(=O)N([H])[C@H](CC1=CC=CC=C1)C(O)=O,DB04316
0.99315757,OC(=O)C(CP(O)(O)=O)=C(Cl)Cl,DB04317
0.9512863,OCC(Br)=C,DB04320
0.9833135,CCCCCC[P@@](O)(=O)OCC,DB04321
0.0074708518,[H][C@](N)(CS[C@]1([H])C[C@@]([H])(ON1)[C@]([H])(N)C(O)=O)C(O)=O,DB04323
0.026399143,[H][C@]1(CC=C(C)C)O[C@]1(C)[C@@]1(O)[C@]([H])(OC)C(=O)CC[C@@]1(C)O,DB04324
0.3125817,NCCC1=CC=CC=C1,DB04325
0.99391925,OCC(=O)COP(O)(O)=O,DB04326
0.9900955,O[C@@H]1CC(=C[C@@H](OP(O)(O)=O)[C@H]1O)C(O)=O,DB04328
0.8346118,C1=CC=C2C=NC=CC2=C1,DB04329
0.009995147,CCOC(=O)C1=C(C)NC(=S)N[C@H]1C1=CC=CC(O)=C1,DB04331
0.3578494,COCCOCCOCCOCCO,DB04332
0.0070522293,NCCCCCCCCN,DB04333
0.0140347695,N[C@@H](CC1=CC(=O)C(O)=CC1=O)C(O)=O,DB04334
0.5214417,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1NC=NC2=O,DB04335
0.57192284,NC(=N)C1=CC=C(NC(=O)NC2=CC=C(Cl)C=C2)C=C1,DB04336
0.5893258,C[N+]#[C-],DB04337
0.958522,NC1=NC=CC(=N1)C1=C(N=CN1C1CCNCC1)C1=CC=C(F)C=C1,DB04338
0.23335053,N[C@@H](CSCC(O)=O)C(O)=O,DB04339
0.9861428,[O-]C(=O)C1=CC=CC=C1OP([O-])=O,DB04340
0.9830698,OC(=O)C=O,DB04343
0.929188,CC1=CC2=NC3=C(N=C2C=C1C)C(=O)NC(=O)N3,DB04345
0.020505503,[H][C@]1(O)CO[C@@](C)(O)C1(O)O,DB04346
0.88003945,O[C@@H]1CC(=CC(=O)[C@H]1O)C(O)=O,DB04347
0.7642965,C[C@H](O)CO,DB04349
0.5240889,[O-]C(=O)C\\C(=C\\C([O-])=O)C([O-])=O,DB04351
0.8104412,O[C@@H]1O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]1O,DB04352
0.1264245,NC1=NC2=C(NC=C2)C(=O)N1,DB04356
0.24436751,NC1=[NH+]C2=C(N=C(CNC3=CC=C(C=C3)C(O)=O)C=N2)C(O)=N1,DB04357
0.97468466,OS(=O)(=O)C=C,DB04359
0.35711986,OB(O)C1=CC2=C(S1)C=CC=C2,DB04360
0.03094588,[H]N=NC,DB04361
0.697994,C[C@@H](O)C(C)=O,DB04364
0.40183046,COC(=O)C1=CCCN(C)C1,DB04365
0.020024212,NC1=NC(=O)\\C(N1)=C1/CCNC(=O)C2=C1C=CN2,DB04367
0.0030888095,[H][C@@](CCCC)(CN(O)C=O)C(=O)N[C@]([H])(C(=O)N(C)C)C(C)(C)C,DB04368
0.8677771,OB1OCCO1,DB04369
0.44822317,N[C@@H](CSS(O)(=O)=O)C(O)=O,DB04370
0.017599195,COC1=CC(=CC=C1)N1C=CC2=C(SC(=C2)S(N)(=O)=O)S1(=O)=O,DB04371
0.03086606,CCCCCC(CCCCC)SC1=C(N=NN1)C(O)=O,DB04374
0.012603995,[H][C@]12[C@]3([H])C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@]4([H])[C@@]3(O)[C@]([H])(C)[C@@]([H])(O)[C@@]1(OC(C)=O)C2(C)C,DB04376
0.9085396,CC(O)(CC(O)=O)CC(O)=O,DB04377
0.4207869,[H][C@@](C)(N(C)C=O)C1=CC=CC=C1,DB04379
0.18460228,NC(=O)NC(NC(N)=O)C([O-])=O,DB04380
0.9834788,[H]C(=O)\\C=C\\C,DB04381
0.011909645,OC[C@H]1O[C@H](O)C[C@@H](O)[C@H]1O,DB04382
0.014681847,CC(C)[C@H](N)CO,DB04383
0.06241468,[H][C@]1(CO)O[C@@]([H])(N2C=CC(N)=CC2=O)[C@]([H])(O)[C@]1([H])O,DB04385
0.01423124,C[C@]1(OC[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@H]2O1)C(O)=O,DB04386
0.003056375,N[C@H](CO)CC1CCCCC1,DB04387
0.041138224,N[C@@H](CCC=O)C(O)=O,DB04388
0.13423249,[H][C@@]1(C[C@@]2([H])C(=O)OC3=C(C=CC=C3)C2=O)C(=O)OC2=CC=CC=C2C1=O,DB04392
0.077097066,OC1=C(OC2=CC=C(Cl)C=C2)C=CC(Cl)=C1,DB04393
0.013417842,NS(=O)(=O)C1=CC=C(N2CCCC2=O)C(=C1)[N+]([O-])=O,DB04394
0.9467848,CC(O)C(O)=O,DB04398
0.016000925,C[C@H](O)[C@H](O)C1=NC2=C(NC1)NC(N)=NC2=O,DB04400
0.385952,C[N+](C)(C)CC=O,DB04401
0.004389964,[H][C@]1(O)[C@]([H])(O)[C@@]2([H])N=C(O[C@@]2([H])[C@]1([H])CO)N(C)C,DB04404
0.014065378,[H][C@](CCN1C(=O)C2=CC=CC=C2C1=O)(CC(=O)C1=CC=C(C=C1)C1=CC=C(OCC)C=C1)C(O)=O,DB04405
0.8234828,OC(=O)C1=NC=CC=C1CP(O)(O)=O,DB04406
0.98669225,CNC1=NC(C)=C(S1)C1=CC=NC(NC2=CC=C(O)C=C2)=N1,DB04407
0.72191703,[O-]S(=O)(=O)C1=CC2=C(C=C1)C(=CC(=C2)S([O-])(=O)=O)S([O-])(=O)=O,DB04409
0.33770636,NCCCC1=CC=CC=C1,DB04410
0.021904098,[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(N)C=C1,DB04411
0.017428083,[H]N([H])[C@@H](CC1=CC=CC=C1)[C@@H](O)CCl,DB04415
0.00937161,[H][C@](CC#CCOC)(NS(=O)(=O)C1=CC=C(C=C1)C1=CC=C(OC)C=C1)C(O)=O,DB04416
0.4035256,OC1=CC=C(C=C1)[N+]([O-])=O,DB04417
0.013312671,CCCC[C@@H](N)C(O)=O,DB04419
0.10543409,N[C@@H](CCS)C(O)=O,DB04422
0.0043242876,COC(=O)[C@H](CC1=CC=CC(=C1)C(N)=N)[C@@H](C)NC(=O)C1=CC=C(C=C1)C1=CC=CC(CN)=C1,DB04424
0.0063095735,[H][C@]1(CO)O[C@@]([H])(OC)[C@]([H])(NC(C)=O)[C@@]([H])(O)[C@]1([H])O,DB04426
0.9275525,OC1=CC=C(C=C1)[C@@H]1CC(=O)C2=CC=CC=C2O1,DB04429
0.36572555,N#C\\C(=C\\NC1=CC=C(NC2=CC=CC=C2)C=C1)C1=NNN=N1,DB04430
0.01584148,CC1=C(F)C(OC2=CC(=CC=C2)C(N)=N)=[NH+]C(OC2=CC=CC(=C2)C(N)=N)=C1F,DB04432
0.0045294766,[H][C@@]12CCCN1C(=O)[C@H](CCCNC(N)=N)NC2=O,DB04433
0.45968702,CC1=CC=CC(=N1)C1=C(CNN1)C1=CC=C2N=CC=CC2=N1,DB04434
0.80486614,N[C@@H](CC1=CC(F)=C(O)C=C1)C(O)=O,DB04436
0.926238,N[C@@H](CSCC(=O)NC1=CC2=C(N=CC=C2)C2=C1C=CC=N2)C(O)=O,DB04437
0.9021386,O[C@H]1C[C@@H](O[C@@H]1COP(O)(O)=O)N1C=C(\\C=C\\Br)C(=O)NC1=O,DB04438
0.17237128,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=CN=CN=C23)[C@]([H])(O)[C@]1([H])O,DB04440
0.6700178,[H][C@]1(CO)O[C@@]([H])(N2C=NC3=C(N)N=C(F)N=C23)[C@]([H])(O)[C@]1([H])O,DB04441
0.013186139,NC(=[NH2+])C1=CC2=C(NC(=N2)C2=CC=CNC2=O)C=C1,DB04442
0.76302385,F[Al](F)(F)[F-],DB04444
0.41796508,I[Hg]I,DB04445
0.01057393,NC(=[NH2+])C1=CC2=C(S1)C=CC=C2,DB04446
0.8023517,O[C@@H](CS)[C@@H](O)CS,DB04447
0.5413607,OCC1=CC=C(F)C=C1F,DB04448
0.5463947,COC1=CC(\\C=C\\C(O)O)=CC(O)=C1O,DB04449
0.013219997,[H][C@]1(CO)O[C@@]([H])(SCCCCCCC)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O,DB04450
0.58109564,CN1CCN(CC1)C(O)=O,DB04451
0.995833,CC1=NC2=CC=C(NC(=O)NC3=CC4=C(C=C3)N=C(C)C=C4N)C=C2C(N)=C1,DB04452
0.060403332,CC[C@@H](N)C(O)=O,DB04454
0.7353343,C[N+](C)(C)CC(O)=O,DB04455
0.9474965,O[As](O)O,DB04456
0.9764598,NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](COP(O)(O)=O)O1,DB04457
0.003829421,CC(NC(=O)[C@@]1([C@@H](C)C1(Cl)Cl)[S@](C)=O)C1=CC=C(Br)C=C1,DB04458
0.18001884,ClC1=C(Cl)C2=CC=CC=C2C(=O)O1,DB04459
0.43028122,[H]N1N=C2C(=N1)C(Br)=C(Br)C(Br)=C2Br,DB04462
0.9812459,CC(C)(C)N1N=C(C2=C(N)N=CN=C12)C1=CC=CC(O)=C1,DB04463
0.21192592,[H]C(=O)N[C@@H](CCSC)C(O)=O,DB04464
0.2301661,[H][C@@](C)(NCC1=C(COP(O)(O)=O)C=NC(C)=C1O)C(O)=O,DB04467
0.63620204,CCOC(=O)C1=C(C)N(N=C1C)C1=CC=C(OC)C=C1,DB04469
0.010800425,CC(C)COC1=CC=CC(C2=NC3=C(N2)C=CC(=C3)C(N)=[NH2+])=C1[O-],DB04470
0.12374119,[H][C@](O)(CN=[N+]=[N-])C1=CC=C(C=C1)[N+]([O-])=O,DB04472
0.011084724,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O,DB04473
0.7003831,OS(=O)(=O)C1=CC=CC2=CC=CC(NC3=CC=CC=C3)=C12,DB04474
0.9788205,NC(=O)C1=CC=CC(O)=C1O,DB04476
0.64038444,CN(C)S(=O)(=O)N1CCN(CC1)C1=CC=NC(CO)=N1,DB04478
0.09182871,[O-][N+](=O)C1=CC=CC2=C1C=CC2=O,DB04479
0.5141563,CC1=NC(=CC=C1)C1=NN2CCCC2=C1C1=CC=C(F)C=C1,DB04480
0.3989909,OC[C@H](O)[C@H](O)CO,DB04481
0.012138253,OC[C@H]1O[C@@H](O)[C@@H](F)[C@@H](O)[C@@H]1O,DB04483
0.28049576,N[C@H](CO)CC1=CC=CC=C1,DB04484
0.13825916,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,DB04485
0.009867861,NCCCCCC[C@H](N)C(O)=O,DB04486
0.010261529,CN[C@H](CC(C)C)C(O)=O,DB04487
0.0054635117,[H][C@]12SC[C@@H](COC(C)=O)[C@H](N1C(=O)[C@H]2\\N=C(/[O-])CCCC[C@H](NC(=O)CN)C(O)=O)C(O)=O,DB04488
0.21111672,[H]N([H])C(=NCCS[C@@H](CC(O)=O)C(O)=O)N([H])[H],DB04489
0.3428108,SCC1=CC=CN=C1,DB04490
0.990724,CC(C)OP(=O)OC(C)C,DB04491
0.009798064,[H]N([C@H]1[C@@H](O)O[C@H](CO)[C@H](OS(O)(=O)=O)[C@@H]1O)C(C)=O,DB04492
0.94745433,O[Mo+6](O)=O,DB04494
0.031830277,[H][C@@](N)(CC=O)C(O)=O,DB04498
0.12067002,C1O[C@@H]1C1=CC=CC=C1,DB04499
0.9874814,CC(=O)NC1=CC=C(C=C1)C(O)=O,DB04500
0.00482205,[H][C@]12CC[C@](C)(CC1)C2(C)C,DB04501
0.01787977,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)S(=O)(=O)N1CCC[C@]1([H])C(O)=O)C(O)=O,DB04503
0.00707027,[H][C@@]1(N)CCC=NC1,DB04504
0.70087755,COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=CN=C3N2CCCC#C)=C1,DB04505
0.010715314,[H][C@@]1(O)[C@@]([H])(O)[C@]([H])(OC)O[C@]([H])(C=S)[C@]1([H])O,DB04508
0.0043720356,C[N@@+]1(CC=C)CC[C@]23[C@H]4OC5=C(O)C=CC(C[C@@H]1[C@]2(O)CCC4=O)=C35,DB04509
0.9941706,O[C@H](COP(O)(O)=O)C(O)=O,DB04510
0.0104193315,[H][C@](CCSC)(NC(=O)CCC(O)=O)C(O)=O,DB04511
0.02315908,COC1=C(CC(C)C)N=CC=N1,DB04512
0.0072167334,NCCCCCCNS(=O)(=O)C1=CC=CC2=C1C=CC=C2Cl,DB04513
0.011085037,CO[C@@H]1[C@H](O)O[C@@H](C)[C@@H](O)[C@H]1O,DB04515
0.9912073,CC1=NC(C)=C(S1)C1=NC(NC2=CC=CC(O)=C2)=NC=C1,DB04518
0.5908271,CCCCCCCC(O)=O,DB04519
0.48076004,[H][C@@]12CCCN1C(=O)[C@]([H])(CC1=CC=C(O)C=C1)NC2=O,DB04520
0.9858257,N[C@@H](COP(O)(O)=O)C(O)=O,DB04522
0.0029361951,[H][C@@](NC(=O)OC(C)(C)C)(C=O)C1CCCCC1,DB04523
0.0071417917,N[C@@H]([C@H](O)C(N)=O)C(O)=O,DB04527
0.21466072,OC1=CC=C(C=C1[N+]([O-])=O)[N+]([O-])=O,DB04528
0.448411,N[C@@H](CSSCCO)C(O)=O,DB04530
0.72540903,N[C@@H](CSCC1=CC=CC=C1)C(O)=O,DB04531
0.8557635,N1C=CC2=C1C=CC=C2,DB04532
0.4620398,CC1=CC=C(O)C(N)=C1,DB04533
0.08450002,[O-][N+](=O)C1=CC=C2NN=CC2=C1,DB04534
0.6782247,N[C@@H](CC1=CNC2=C1C=CC=C2)C(N)=O,DB04537
0.00882058,C[C@@H]([C@H](N)C(O)=O)C(O)=O,DB04538
0.98949146,OC(=O)C[NH2+]CP(O)(O)=O,DB04539
0.007754866,[H][C@@]12CCCN1C(=O)CNC2=O,DB04541
0.42792252,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](COP(O)(=O)OP(O)(O)=O)O2)C(=O)NC1=O,DB04542
0.019091992,NC1=NC2=C(C=C(N)C=C2CSC2=NC=CN2)C(=O)N1,DB04543
0.015389948,OC[C@H]1CNC[C@@H](O)[C@@H]1O,DB04545
0.91911376,NC1=NC=CC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,DB04546
0.023620373,O[C@H]1C[C@H](O[C@@H](O)[C@@H]1O)C(O)=O,DB04548
0.0109409075,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=C(F)C(F)=C(F)C=C1,DB04549
0.98325205,OC(=O)C1=C(NC2=CC=CC(=C2)C(F)(F)F)N=CC=C1,DB04552
0.85942715,CCC(=O)C(O)=O,DB04553
0.080113746,C[C@H](N(C)C)C1=CC(O)=CC=C1,DB04556
0.04610682,N\\C(NO)=N/C1=CC=C(Cl)C=C1,DB04559
0.695706,OC(=O)CCC(=O)CCC(=O)CCC(O)=O,DB04560
0.3110951,OC(=O)CC(CC(O)=O)C(O)=O,DB04562
0.64348733,NC(=N)C1=CC2=C(NC(=C2)C2=C(O)C(Br)=CC(CC([O-])=O)=C2)C=C1,DB04563
0.36112002,OC[C@H]1OC(=O)[C@H](O)[C@@H](O)[C@@H]1O,DB04564
0.9790669,CC(=O)NC1=CC=C(C=C1NC(=O)CO)C(O)=O,DB04565
